shap_id,shape_pts_sequencia,shap_pt_lon,shap_pt_lat
shap_L3,135,-43.16740946626355,-22.91231530325139
shap_L3,136,-43.16741333633305,-22.912255054367552
shap_L3,137,-43.168869341873396,-22.912118728499205
shap_L3,138,-43.16887147727222,-22.912115203305653
shap_L3,139,-43.168873819628786,-22.91211129309798
shap_L3,140,-43.16887645291275,-22.912106842620013
shap_L3,141,-43.168879548852914,-22.91210154953029
shap_L3,142,-43.16888354491416,-22.91209463233276
shap_L3,143,-43.168893091062614,-22.912077881907308
shap_L3,144,-43.16939027500778,-22.91126593690121
shap_L3,145,-43.169405020348236,-22.911240061633993
shap_L3,146,-43.16941119398527,-22.911229375884794
shap_L3,147,-43.169415976040256,-22.91122119806799
shap_L3,148,-43.16942004458691,-22.911214323228354
shap_L3,149,-43.16942366227627,-22.91120828391403
shap_L3,150,-43.16942696201106,-22.91120283783848
shap_L3,151,-43.16943002365505,-22.91119784504939
shap_L3,152,-43.16943289821298,-22.911193209510277
shap_L3,153,-43.16943562160901,-22.911188869326097
shap_L3,154,-43.169438219838874,-22.911184776032776
shap_L3,155,-43.16944071189387,-22.911180894631006
shap_L3,156,-43.169443112781835,-22.911177196396782
shap_L3,157,-43.16944543447747,-22.91117366069839
shap_L3,158,-43.16944768795657,-22.911170268698726
shap_L3,159,-43.16944987828644,-22.91116700600766
shap_L3,160,-43.16945201538335,-22.91116386009704
shap_L3,161,-43.169454102304634,-22.911160821068805
shap_L3,162,-43.16945614405697,-22.911157879047295
shap_L3,163,-43.169458146573135,-22.911155027779685
shap_L3,164,-43.16946011093689,-22.911152259151184
shap_L3,165,-43.16946204111964,-22.91114956778938
shap_L3,166,-43.16946285954598,-22.91114843669401
shap_L3,167,-43.169435097947634,-22.91112849925606
shap_L3,168,-43.16943765190613,-22.911124653785997
shap_L3,169,-43.169440136649186,-22.911120953809192
shap_L3,170,-43.16944255916915,-22.911117386763777
shap_L3,171,-43.16944492547157,-22.911113940979575
shap_L3,172,-43.16944724156198,-22.911110604786405
shap_L3,173,-43.1694495114239,-22.91110737190896
shap_L3,174,-43.1694517390893,-22.91110423246039
shap_L3,175,-43.169453928541664,-22.911101180165375
shap_L3,176,-43.16945608179095,-22.911098210531925
shap_L3,177,-43.16945820282063,-22.91109531728473
shap_L3,178,-43.16946029364064,-22.911092495931822
shap_L3,179,-43.16950508847271,-22.91109620535283
shap_L3,180,-43.16950478806888,-22.911038733875667
shap_L3,181,-43.16955290548556,-22.91104828626352
shap_L3,182,-43.16955485688927,-22.910989359766628
shap_L3,183,-43.169605800742,-22.91100518917601
shap_L3,184,-43.16961000121126,-22.910944866323046
shap_L3,185,-43.16966321047658,-22.91096737445531
shap_L3,186,-43.16966966722242,-22.910905698672984
shap_L3,187,-43.16972452296985,-22.910935244120367
shap_L3,188,-43.16973325795697,-22.910872249071883
shap_L3,189,-43.16978908538293,-22.910909141019904
shap_L3,190,-43.16980013921606,-22.910844851552906
shap_L3,191,-43.169856207728394,-22.91088934346032
shap_L3,192,-43.16986963956758,-22.91082378192701
shap_L3,193,-43.16994106508665,-22.910809248922853
shap_L3,194,-43.16994470954194,-22.910808691304634
shap_L3,195,-43.16994843775615,-22.91080813916665
shap_L3,196,-43.169952254614664,-22.910807591662138
shap_L3,197,-43.16995616596536,-22.91080704885846
shap_L3,198,-43.169960179605404,-22.91080651084548
shap_L3,199,-43.16996430333195,-22.910805977713043
shap_L3,200,-43.16996854690361,-22.910805448670516
shap_L3,201,-43.16997291908006,-22.910804924721884
shap_L3,202,-43.16997743351848,-22.91080440512147
shap_L3,203,-43.169982103876045,-22.910803889123592
shap_L3,204,-43.16998694670959,-22.910803377822035
shap_L3,205,-43.169991982523094,-22.910802868743975
shap_L3,206,-43.16999723665734,-22.91080236218137
shap_L3,207,-43.17000273738918,-22.910801857556987
shap_L3,208,-43.17000852371662,-22.910801354417114
shap_L3,209,-43.17001464440833,-22.91080085061458
shap_L3,210,-43.17002116382733,-22.91080034418185
shap_L3,211,-43.17002817168956,-22.910799832540523
shap_L3,212,-43.17003579379713,-22.910799311721814
shap_L3,213,-43.17004422909915,-22.91079877498773
shap_L3,214,-43.17005380626956,-22.910798209870595
shap_L3,215,-43.17006516997388,-22.910797592192
shap_L3,216,-43.17007998311145,-22.91079685712968
shap_L3,217,-43.17011575704069,-22.910795270905634
shap_L3,218,-43.17007082448175,-22.910864990090353
shap_L3,219,-43.170039274893625,-22.910866389286348
shap_L3,220,-43.17002621073281,-22.910867037036144
shap_L3,221,-43.1700161893247,-22.910867581681096
shap_L3,222,-43.17000774283182,-22.91086808035717
shap_L3,223,-43.17000030462073,-22.910868553626532
shap_L3,224,-43.169993581116636,-22.910869013458072
shap_L3,225,-43.16998740167152,-22.910869464206804
shap_L3,226,-43.169981652166825,-22.910869910879047
shap_L3,227,-43.169976253619815,-22.910870355273847
shap_L3,228,-43.16997115043925,-22.91087079945977
shap_L3,229,-43.169966299728564,-22.910871243845598
shap_L3,230,-43.16996166636406,-22.91087169073571
shap_L3,231,-43.16995722500498,-22.910872139838126
shap_L3,232,-43.16995295323439,-22.9108725908946
shap_L3,233,-43.16994883445909,-22.910873045519942
shap_L3,234,-43.16994485307261,-22.91087350443739
shap_L3,235,-43.16994099739128,-22.91087396660931
shap_L3,236,-43.16993725570724,-22.9108744328038
shap_L3,237,-43.169933618274015,-22.910874902908606
shap_L3,238,-43.169930079243734,-22.9108753768563
shap_L3,239,-43.16992662885779,-22.910875855437503
shap_L3,240,-43.169925176563524,-22.910876061751434
shap_L3,241,-43.170194831506784,-22.910859682251285
shap_L3,242,-43.17023724731217,-22.91085790883863
shap_L3,243,-43.17025481931814,-22.910857232636342
shap_L3,244,-43.17026830428112,-22.910856753164378
shap_L3,245,-43.17027967441582,-22.9108563829754
shap_L3,246,-43.17028969249004,-22.91085608660902
shap_L3,247,-43.17029874966439,-22.910855844190046
shap_L3,248,-43.17030708001171,-22.910855646675877
shap_L3,249,-43.17031483474773,-22.91085548497242
shap_L3,250,-43.170322118232356,-22.91085535486379
shap_L3,251,-43.17032900753544,-22.910855251819786
shap_L3,252,-43.17033556020963,-22.91085517289132
shap_L3,253,-43.17034095150976,-22.910855123025573
shap_L3,254,-43.17033897208359,-22.91078611040498
shap_L3,255,-43.17035023925656,-22.91078578507908
shap_L3,256,-43.17036042650213,-22.910785521359912
shap_L3,257,-43.17036979618195,-22.910785308724677
shap_L3,258,-43.170378517067434,-22.91078513737841
shap_L3,259,-43.17038670912495,-22.91078500238198
shap_L3,260,-43.17039445724567,-22.91078489748919
shap_L3,261,-43.170401827729805,-22.910784821657813
shap_L3,262,-43.17040886938239,-22.910784770031942
shap_L3,263,-43.17041562412536,-22.910784742191527
shap_L3,264,-43.17042212319586,-22.910784734884356
shap_L3,265,-43.170428394870775,-22.91078474753313
shap_L3,266,-43.17043445964191,-22.9107847785679
shap_L3,267,-43.1704383983941,-22.910784808589987
shap_L3,268,-43.17044062213422,-22.910856683928014
shap_L3,269,-43.17054007641025,-22.91086296151987
shap_L3,270,-43.170536831401385,-22.910788226254073
shap_L3,271,-43.17063490239712,-22.910796755362735
shap_L3,272,-43.17063905427485,-22.910873941067113
shap_L3,273,-43.1707372968332,-22.91088959340128
shap_L3,274,-43.17074258465344,-22.91089057178637
shap_L3,275,-43.170749006991,-22.91089177906311
shap_L3,276,-43.170755755755955,-22.91089306866312
shap_L3,277,-43.17076288538316,-22.910894452049693
shap_L3,278,-43.170770471652766,-22.91089594815623
shap_L3,279,-43.1707786166241,-22.910897578927887
shap_L3,280,-43.17078746801949,-22.91089937767211
shap_L3,281,-43.17079725129075,-22.910901396652186
shap_L3,282,-43.170808348395944,-22.910903720636984
shap_L3,283,-43.170821500870716,-22.910906516197414
shap_L3,284,-43.1708386301528,-22.91091021092411
shap_L3,285,-43.17087994924403,-22.910919266509673
shap_L3,286,-43.170876273632786,-22.91083868727776
shap_L3,287,-43.17085700688939,-22.91083453719185
shap_L3,288,-43.170842212591914,-22.910831398536928
shap_L3,289,-43.17082973020662,-22.910828791302578
shap_L3,290,-43.17081872586118,-22.910826528891043
shap_L3,291,-43.170808769022834,-22.91082451423471
shap_L3,292,-43.1707996060478,-22.910822689327482
shap_L3,293,-43.17079107171863,-22.910821017048356
shap_L3,294,-43.170783050379455,-22.910819471683475
shap_L3,295,-43.17077545846508,-22.910818033306764
shap_L3,296,-43.17076823280519,-22.910816687645255
shap_L3,297,-43.1707613238382,-22.91081542329174
shap_L3,298,-43.170754692699376,-22.910814230768352
shap_L3,299,-43.170748308284836,-22.910813103395597
shap_L3,300,-43.17074214436391,-22.910812034550208
shap_L3,301,-43.17073617859244,-22.910811018556615
shap_L3,302,-43.1707323027442,-22.91081036888353
shap_L3,303,-43.17092274400149,-22.910848870465426
shap_L3,304,-43.171209360113174,-22.910911987033128
shap_L3,305,-43.17124905004539,-22.910920774527295
shap_L3,306,-43.17126547445586,-22.910924477346747
shap_L3,307,-43.17127806523816,-22.910927362123623
shap_L3,308,-43.171288670097276,-22.910929830310703
shap_L3,309,-43.17129800538597,-22.910932036447928
shap_L3,310,-43.17130643560372,-22.91093405878114
shap_L3,311,-43.171314182352326,-22.91093594591673
shap_L3,312,-43.1713213846551,-22.910937725643453
shap_L3,313,-43.17132814260999,-22.91093942078669
shap_L3,314,-43.17133452913386,-22.910941045731605
shap_L3,315,-43.17134059671231,-22.910942611918923
shap_L3,316,-43.17134638813292,-22.91094412706559
shap_L3,317,-43.1713519373872,-22.91094560059335
shap_L3,318,-43.171357270754314,-22.910947035513924
shap_L3,319,-43.17136040790444,-22.91094788887924
shap_L3,320,-43.17133955921721,-22.911021173694653
shap_L3,321,-43.17134730500872,-22.91102305991484
shap_L3,322,-43.17135450730445,-22.911024840543252
shap_L3,323,-43.1713612652641,-22.911026535685377
shap_L3,324,-43.17136765179248,-22.911028160629236
shap_L3,325,-43.171373719375204,-22.911029726815528
shap_L3,326,-43.17137951079991,-22.91103124196124
shap_L3,327,-43.17138506007023,-22.911032714585183
shap_L3,328,-43.171390393428986,-22.91103415040776
shap_L3,329,-43.17139353059344,-22.91103500286966
shap_L3,330,-43.171331128031014,-22.911019150448713
shap_L3,331,-43.17132179272366,-22.91101694521592
shap_L3,332,-43.17131118785711,-22.91101447703062
shap_L3,333,-43.17129859706598,-22.911011592255825
shap_L3,334,-43.1712821736308,-22.911007888547427
shap_L3,335,-43.171242482696215,-22.910999101048645
shap_L3,336,-43.1714437238106,-22.910973183971812
shap_L3,337,-43.17152525388199,-22.911003059410476
shap_L3,338,-43.17147684655914,-22.911060297948453
shap_L3,339,-43.17155837765231,-22.911090174287754
shap_L3,340,-43.17160470517421,-22.911037407977076
shap_L3,341,-43.17160762295078,-22.911038773540454
shap_L3,342,-43.17161257384584,-22.911041107081676
shap_L3,343,-43.17161770849513,-22.911043549295993
shap_L3,344,-43.171623052057825,-22.911046114018536
shap_L3,345,-43.1716286345422,-22.911048816946284
shap_L3,346,-43.171634491743795,-22.911051678358024
shap_L3,347,-43.17164067301852,-22.91105472500986
shap_L3,348,-43.17164724127045,-22.911057991038103
shap_L3,349,-43.17165428457499,-22.9110615235113
shap_L3,350,-43.17166192775357,-22.911065391593752
shap_L3,351,-43.17167036536631,-22.91106969776179
shap_L3,352,-43.17167992355677,-22.911074618248996
shap_L3,353,-43.17169123820046,-22.911080493594262
shap_L3,354,-43.171705951771486,-22.911088200585812
shap_L3,355,-43.171741391667375,-22.9111069437284
shap_L3,356,-43.171713046467744,-22.911161733089557
shap_L3,357,-43.1717034892447,-22.911156812615143
shap_L3,358,-43.17169505162559,-22.9111525064485
shap_L3,359,-43.17168740746663,-22.911148638356078
shap_L3,360,-43.17168036415677,-22.911145105884042
shap_L3,361,-43.1716737958999,-22.911141839856867
shap_L3,362,-43.17166761462052,-22.91113879320606
shap_L3,363,-43.17166175741453,-22.911135931795293
shap_L3,364,-43.171656174925985,-22.911133228868458
shap_L3,365,-43.171650831359266,-22.911130664146796
shap_L3,366,-43.17164569670615,-22.911128221933318
shap_L3,367,-43.17164074580738,-22.91112588839292
shap_L3,368,-43.17163782802864,-22.91112452283002
shap_L3,369,-43.17172436112,-22.911167608432965
shap_L3,370,-43.17173907470216,-22.911175315422103
shap_L3,371,-43.171774514624936,-22.911194058558845
shap_L3,372,-43.17235100102224,-22.911499805162652
shap_L3,373,-43.17238237150975,-22.911516498414873
shap_L3,374,-43.172395327665164,-22.91152347353315
shap_L3,375,-43.17240524417634,-22.911528864970673
shap_L3,376,-43.17241358165978,-22.911533445374324
shap_L3,377,-43.172420909348844,-22.911537509362184
shap_L3,378,-43.172427515668005,-22.911541211059834
shap_L3,379,-43.17243357489235,-22.911544639163946
shap_L3,380,-43.17243920026926,-22.911547853674865
shap_L3,381,-43.17244446828774,-22.911550893400214
shap_L3,382,-43.17244943800207,-22.911553788819617
shap_L3,383,-43.172454152018446,-22.91155656119316
shap_L3,384,-43.17245864323293,-22.91155922896005
shap_L3,385,-43.17246293876625,-22.911561805074864
shap_L3,386,-43.17246706089016,-22.911564300630253
shap_L3,387,-43.172471026052655,-22.91156672484587
shap_L3,388,-43.17247485073809,-22.911569084232593
shap_L3,389,-43.17247633759922,-22.911570007986814
shap_L3,390,-43.17252572077412,-22.911602750385324
shap_L3,391,-43.17257292184215,-22.911638148764094
shap_L3,392,-43.17257427694507,-22.91163922993506
shap_L3,393,-43.172577748846656,-22.911642018715682
shap_L3,394,-43.17258132555708,-22.911644915260077
shap_L3,395,-43.172585017616,-22.911647933234967
shap_L3,396,-43.17258884046046,-22.911651084557434
shap_L3,397,-43.172592810429606,-22.911654386573034
shap_L3,398,-43.172596948711615,-22.911657858489274
shap_L3,399,-43.17260128320829,-22.91166152771818
shap_L3,400,-43.172605846658385,-22.911665424436485
shap_L3,401,-43.17261068622678,-22.911669593435484
shap_L3,402,-43.172615864491256,-22.911674093229248
shap_L3,403,-43.17262147290606,-22.91167900975514
shap_L3,404,-43.17262765011449,-22.91168447193594
shap_L3,405,-43.17263463295196,-22.911690701030565
shap_L3,406,-43.17264287971269,-22.911698123125234
shap_L3,407,-43.1726535814568,-22.911707840078478
shap_L3,408,-43.17267929165271,-22.911731416982224
shap_L3,409,-43.17272682361039,-22.911690083942915
shap_L3,410,-43.172700309382385,-22.91166576633934
shap_L3,411,-43.17268927446292,-22.911655743039844
shap_L3,412,-43.1726807715551,-22.911648085920973
shap_L3,413,-43.1726735730219,-22.911641658388533
shap_L3,414,-43.17266720611872,-22.911636021547654
shap_L3,415,-43.17266142630976,-22.911630946826676
shap_L3,416,-43.17265609012682,-22.911626301635174
shap_L3,417,-43.17265110322802,-22.91162199729355
shap_L3,418,-43.172646401110505,-22.911617973459485
shap_L3,419,-43.17264193660937,-22.91161418534173
shap_L3,420,-43.172637673147754,-22.911610598204216
shap_L3,421,-43.17263358473686,-22.911607187366037
shap_L3,422,-43.17262964827551,-22.911603930888628
shap_L3,423,-43.17262584643782,-22.911600812318035
shap_L3,424,-43.17262216381092,-22.911597817931483
shap_L3,425,-43.17261858885631,-22.911594935856733
shap_L3,426,-43.172617194288996,-22.911593817207713
shap_L3,427,-43.172565194928566,-22.911554734342484
shap_L3,428,-43.172510701331426,-22.91151868584635
shap_L3,429,-43.172509167039486,-22.91151773716479
shap_L3,430,-43.172505217508345,-22.91151531042096
shap_L3,431,-43.17250112165229,-22.91151281878097
shap_L3,432,-43.17249686595932,-22.911510252156
shap_L3,433,-43.17249243104538,-22.911507602195694
shap_L3,434,-43.17248779465087,-22.911504856904468
shap_L3,435,-43.172482928680374,-22.911502003316546
shap_L3,436,-43.172477799251126,-22.91149902388441
shap_L3,437,-43.172472361856,-22.911495893713997
shap_L3,438,-43.172466557404455,-22.91149258503433
shap_L3,439,-43.17246030459476,-22.911489054467296
shap_L3,440,-43.1724534882424,-22.911485241087227
shap_L3,441,-43.172445929235366,-22.911481053432745
shap_L3,442,-43.17243732750183,-22.911476333632134
shap_L3,443,-43.172427098359485,-22.911470776053275
shap_L3,444,-43.17241373469944,-22.9114635858418
shap_L3,445,-43.17238138082552,-22.911446370163183
shap_L3,446,-43.17299222421489,-22.911934171181493
shap_L3,447,-43.173043388019714,-22.911981284005947
shap_L3,448,-43.173064537517924,-22.912000838656112
shap_L3,449,-43.17308073516378,-22.912015872649686
shap_L3,450,-43.173094366288545,-22.91202856896649
shap_L3,451,-43.17310635339253,-22.912039775330257
shap_L3,452,-43.17311716929462,-22.912049925217804
shap_L3,453,-43.17312709811721,-22.91205927564985
shap_L3,454,-43.17313632282995,-22.912067993986224
shap_L3,455,-43.17314496956348,-22.912076197266174
shap_L3,456,-43.17315313368312,-22.91208397056879
shap_L3,457,-43.17316088355427,-22.912091376989803
shap_L3,458,-43.173163961464745,-22.912094325578508
shap_L3,459,-43.17312005449097,-22.912138080840062
shap_L3,460,-43.17312870122761,-22.91214628412106
shap_L3,461,-43.173136865350145,-22.912154057424647
shap_L3,462,-43.173144615224054,-22.91216146384659
shap_L3,463,-43.173147693135626,-22.91216441243568
shap_L3,464,-43.17311082977495,-22.912129362502565
shap_L3,465,-43.17310090192346,-22.91212001208054
shap_L3,466,-43.17309008504284,-22.912109862180486
shap_L3,467,-43.173078097934564,-22.91209865581526
shap_L3,468,-43.17306446681698,-22.91208595859392
shap_L3,469,-43.1730482691532,-22.912070925501297
shap_L3,470,-43.17302711964736,-22.91205137084854
shap_L3,471,-43.17297595582408,-22.91200425801791
shap_L3,472,-43.17327462080929,-22.91220340430731
shap_L3,473,-43.173258352518985,-22.912273491177732
shap_L3,474,-43.17338198510638,-22.91231527426916
shap_L3,475,-43.1733657168528,-22.912385361152367
shap_L3,476,-43.17348597363166,-22.91242984875403
shap_L3,477,-43.17348877457952,-22.912433025328056
shap_L3,478,-43.17349580788805,-22.91244102220374
shap_L3,479,-43.173503185473486,-22.912449442948926
shap_L3,480,-43.17351096779574,-22.91245835869545
shap_L3,481,-43.17351923545582,-22.9124678651887
shap_L3,482,-43.17352809782274,-22.912478093723138
shap_L3,483,-43.173537712236254,-22.912489233036005
shap_L3,484,-43.17354832338721,-22.912501573105747
shap_L3,485,-43.173560339069425,-22.912515599035487
shap_L3,486,-43.17357456051696,-22.91253226099978
shap_L3,487,-43.1735930488138,-22.91255400734457
shap_L3,488,-43.17354407087454,-22.912585685939703
shap_L3,489,-43.17353205518844,-22.912571660008524
shap_L3,490,-43.17352144403407,-22.912559319937564
shap_L3,491,-43.17351182961745,-22.912548180623574
shap_L3,492,-43.17350296724766,-22.91253795208809
shap_L3,493,-43.17349469958488,-22.91252844559388
shap_L3,494,-43.1734869172722,-22.912519528943534
shap_L3,495,-43.17347953967225,-22.912511109100397
shap_L3,496,-43.17347250636143,-22.912503112223877
shap_L3,497,-43.17346970541265,-22.91249993564952
shap_L3,498,-43.173558292326646,-22.912602347905636
shap_L3,499,-43.17357678062942,-22.912624094252596
shap_L3,500,-43.173637568513094,-22.912606592721914
shap_L3,501,-43.17362130033086,-22.912676680538038
shap_L3,502,-43.173693660173676,-22.912762258700514
shap_L3,503,-43.17370841486926,-22.912779649213114
shap_L3,504,-43.173714571228146,-22.91278681965398
shap_L3,505,-43.173719324088744,-22.912792299731926
shap_L3,506,-43.17372335664195,-22.912796901002782
shap_L3,507,-43.17372693078413,-22.912800938927667
shap_L3,508,-43.17373018181315,-22.912804573996272
shap_L3,509,-43.17373319033015,-22.912807901953983
shap_L3,510,-43.17373600615853,-22.91281098748903
shap_L3,511,-43.17373866771608,-22.912813873485806
shap_L3,512,-43.173741198958005,-22.912816590922898
shap_L3,513,-43.17374362002548,-22.91281916441379
shap_L3,514,-43.17374594724582,-22.91282161220692
shap_L3,515,-43.173748192109244,-22.912823949785995
shap_L3,516,-43.17375036321834,-22.912826189892385
shap_L3,517,-43.17375247118547,-22.912828340775416
shap_L3,518,-43.17375451978831,-22.91283041150888
shap_L3,519,-43.173756516727366,-22.912832409405596
shap_L3,520,-43.173758466791234,-22.912834340841826
shap_L3,521,-43.17376037285552,-22.912836209462814
shap_L3,522,-43.173762239708815,-22.912838021644852
shap_L3,523,-43.173764069252066,-22.912839781021905
shap_L3,524,-43.173765865359705,-22.912841489444617
shap_L3,525,-43.17376762990848,-22.912843152352753
shap_L3,526,-43.173769365798165,-22.912844771585732
shap_L3,527,-43.17377107397923,-22.912846348960564
shap_L3,528,-43.1737727563647,-22.912847887208333
shap_L3,529,-43.1737744148676,-22.91284938906013
shap_L3,530,-43.17377605142514,-22.912850855441285
shap_L3,531,-43.173777666987796,-22.912852288168768
shap_L3,532,-43.17377926153137,-22.912853689048386
shap_L3,533,-43.17378083795566,-22.912855059919547
shap_L3,534,-43.17378239624855,-22.91285640168515
